node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
439,-0.147241,0.113807,-0.26566,0.150742,0.001045,-0.075795,-0.076483,0.163571,0.362325,0.182994,0.313454,-0.690942,0.019422,0.00543,-0.443346,-0.053497,0.213736,0.565938,-0.127064,0.057929,-0.12749,0.049475,-0.297852,0.158029,0.021152,0.451898,0.023531,-0.437646,-0.060955,0.083507,-0.299062,0.152952,-0.00398,0.123344,0.094433,-0.161823,0.0885,-0.105357,-0.071337,0.11029,0.067777,-0.234206,-0.04868,-0.027162,0.359949,0.091318,-0.047427,-0.08101,0.516281,0.144068,0.218726,0.200587,-0.022736,0.089157,-0.066089,0.15309,-0.092316,-0.025074,0.071546,-0.097725,0.464669,0.094375,0.037633,-0.222218,0.049436,0.331674,-0.195684,0.294355,0.59039,-0.381525,-0.217906,-0.154022,0.10203,-0.163577,0.102093,-0.155083,0.146051,0.247783,-0.04296,-0.227042,-0.09122,0.218417,0.882852,-0.241647,0.10908,-0.100936,-0.622774,0.121771,0.900024,0.438853,0.265052,0.046589,0.03659,0.019934,-0.052071,0.113348,-0.013622,0.079786,0.100544,-0.140566,0.222816,0.810622,-0.084365,-0.013458,0.377844,0.146294,-0.620072,0.154236,-0.017129,0.484618,-0.352249,-0.111045,0.163499,0.20687,0.270767,-0.122651,0.258903,0.144025,-0.006252,0.045503,-0.063959,0.029671,0.41569,-0.134004,0.346118,0.121894,-0.017653,-0.089718
87,-0.081067,0.04105,-0.271012,-0.048266,0.113258,-0.174873,-0.248121,-0.025538,0.198684,0.054919,0.103697,-0.515532,0.128781,0.169275,-0.231764,0.069223,-0.047159,0.58168,0.061472,-0.037377,-0.241216,0.247385,-0.288238,0.124525,0.120187,0.408596,-0.02948,-0.278205,0.050467,0.055138,-0.24017,0.13617,0.024858,0.178049,0.196306,-0.170781,-0.064914,-0.052215,-0.011902,0.063419,0.091857,-0.030383,0.198693,0.116036,0.369844,0.048535,0.033942,-0.033191,0.421079,0.126355,0.106007,0.209952,-0.052614,0.037775,-0.031727,0.175673,-0.348482,-0.180528,-0.076816,-0.006161,0.361436,-0.017146,-0.042199,-0.172685,-0.137636,0.467595,-0.214113,0.19054,0.634837,-0.342835,-0.290123,-0.202052,0.039051,-0.233247,-0.027958,-0.242095,0.237072,0.144524,-0.076204,-0.304608,-0.185552,-0.061776,0.732498,-0.21995,0.142884,-0.045253,-0.339322,0.107173,0.954879,0.337311,0.350676,-0.068,0.164146,-0.086327,-0.025564,0.222211,-0.063698,0.033652,0.084783,-0.1973,-0.005739,0.822162,-0.088286,-0.184496,0.235257,0.118463,-0.31915,-0.001021,0.22837,0.226654,-0.23494,-0.20788,0.199393,0.254585,0.154785,0.068703,0.146024,0.199175,-0.002704,0.012744,-0.28217,-0.056833,0.357044,0.010667,0.224419,0.063935,-0.054954,-0.138362
357,-0.195156,0.012046,-0.110265,0.014754,0.002601,-0.000264,-0.500972,-0.206235,0.127294,0.016674,-0.055575,-0.366357,0.242031,-0.032649,-0.314321,0.1565,-0.109563,0.516182,-0.059309,-0.160969,-0.269629,0.095568,-0.234349,0.086002,-0.149872,0.413941,0.060317,-0.264591,-0.215429,0.051802,-0.13164,0.061685,-0.030906,-0.009036,0.101938,-0.317581,-0.248579,0.194324,0.172666,0.253797,0.341085,0.005985,0.222273,-0.021557,0.007782,0.06706,0.250323,-0.122973,0.377737,0.128196,0.27523,0.035165,-0.053794,-0.128063,-0.142716,0.021374,0.05186,-0.153833,0.071492,0.045007,0.284424,-0.016516,0.221222,-0.123239,-0.048129,0.332838,-0.220268,0.089008,0.391019,-0.223357,0.019841,-0.139919,0.144957,-0.216991,-0.101552,-0.293878,0.215325,0.292549,-0.053815,-0.022486,-0.056673,-0.069402,0.57907,-0.229618,0.296633,0.017187,-0.467138,0.083683,0.943099,-0.023035,0.237947,-0.074072,0.062312,-0.209606,-0.019682,0.042479,-0.107488,0.079911,0.108332,-0.160874,-0.210113,0.657892,-0.23916,-0.268212,0.246072,0.087032,-0.050623,0.028216,0.074716,0.169419,-0.155576,-0.19663,0.252933,0.114149,0.309239,0.202129,0.150922,0.008986,-0.03352,-0.004364,-0.252438,-0.130094,0.28566,-0.125769,-0.039151,0.147776,-0.098804,-0.097864
206,-0.131647,0.130995,-0.092484,0.135917,0.091771,-0.052119,-0.543973,-0.087003,0.243962,-0.031736,-0.016453,-0.159227,0.096468,-0.049328,-0.171844,-0.133277,-0.204806,0.574445,-0.080429,-0.105715,-0.22034,0.111636,-0.427738,0.07562,-0.220408,0.427743,-0.039347,-0.358447,-0.430346,0.159346,-0.236535,0.161488,0.078561,0.036261,0.129358,-0.413754,-0.203537,-0.037316,0.050721,0.080635,0.099414,0.027852,0.191896,-0.029433,0.115459,-0.067708,0.137905,0.020432,0.30681,-0.011359,0.159499,0.128821,-0.074109,-0.15235,-0.012803,-0.047715,-0.267509,-0.10018,-0.036391,-0.09939,0.391373,0.023498,0.083158,-0.1493,0.037941,0.291381,-0.128459,0.155767,0.478511,-0.183321,0.095906,-0.187975,0.218047,-0.331606,-0.192145,-0.135252,0.104134,0.21073,0.093786,-0.189154,-0.045127,-0.059145,0.735161,-0.370703,0.083151,0.042717,-0.553892,0.111075,0.826905,-0.004489,0.208365,0.018833,0.164115,-0.148887,0.086937,0.159169,0.201061,0.1978,-0.0635,-0.001766,-0.118804,0.654478,-0.174491,-0.098719,0.310071,0.02999,-0.443583,0.054658,0.087646,0.152303,-0.132783,-0.157547,0.163807,0.3033,0.23622,0.054608,0.207988,-0.014456,-0.033733,0.031245,-0.303767,0.033986,0.484774,-0.04374,0.26416,0.211804,-0.101333,0.011532
34,-0.093182,0.058712,-0.183248,-0.039631,-0.066092,-0.043429,-0.298694,-0.151709,-0.020407,0.231341,-0.031761,-0.342869,0.107003,0.027199,-0.177996,0.095082,-0.054842,0.618006,-0.024439,-0.257626,-0.198376,0.418246,-0.44793,0.149337,-0.244912,0.413752,0.184735,-0.474595,-0.037698,-0.025999,-0.154544,0.106133,0.020986,0.054125,-0.068683,-0.234693,0.031097,0.032225,0.004261,0.176883,0.203355,-0.204589,0.074228,-0.109286,0.147689,-0.016363,0.18627,-0.037746,0.346162,0.150757,0.302994,0.190103,0.033378,-0.26048,-0.092485,0.101597,0.010195,-0.085935,-0.158283,-0.047411,0.374223,0.091007,0.166587,-0.086615,0.031741,0.364453,-0.152948,0.054606,0.440682,-0.305065,0.044467,-0.052999,0.11986,-0.143961,-0.019245,-0.395171,0.117542,0.036419,0.093369,-0.209326,-0.161869,0.073085,0.724635,-0.188856,0.191094,0.071199,-0.346002,-0.095352,0.863443,0.170142,0.197548,0.01976,0.094954,0.128499,0.05939,0.015231,-0.005126,0.028184,0.007797,-0.22106,0.151914,0.810978,-0.214989,-0.129087,0.237365,0.089179,-0.155212,0.100283,0.049249,0.239181,-0.271004,-0.030229,0.225109,0.027004,0.210018,0.140663,0.091702,-0.102389,-0.031008,-0.10674,-0.161134,0.063889,0.452458,-0.293381,0.317472,0.161151,-0.293084,-0.220079
436,-0.130603,-0.02462,-0.262846,-0.167117,0.051737,-0.224775,-0.234217,-0.024459,0.030539,0.199702,0.116668,-0.35098,0.20858,0.129449,-0.229838,-0.045596,0.070764,0.523199,-0.031041,-0.095248,-0.152123,0.220358,-0.28018,-0.031185,-0.028666,0.496111,0.081066,-0.392036,-0.066068,0.011076,-0.099166,0.061774,-0.238259,0.164667,-0.063214,-0.150684,-0.029077,-0.158123,-0.059734,0.190374,0.227892,-0.241886,0.188845,-0.20367,0.214661,0.071912,0.098469,-0.025313,0.374161,0.211618,0.274999,0.017326,-0.053193,-0.078668,-0.101407,0.112808,-0.121265,-0.170544,-0.096135,0.04238,0.388496,0.031194,0.109796,-0.00728,-0.026002,0.396292,-0.076117,0.083152,0.48362,-0.384687,-0.052979,-0.123436,0.042549,-0.15225,-0.003341,-0.315382,0.187137,0.082274,0.10625,-0.287746,-0.314989,0.079823,0.774288,-0.14965,0.265793,-0.055442,-0.468186,-0.14321,0.864308,0.251163,0.325032,-0.035944,0.047638,0.048434,-0.181259,0.06953,-0.003464,0.021498,-0.003695,-0.256044,0.008018,0.619065,-0.151656,-0.149313,0.359612,0.2045,-0.290502,0.16793,-0.008457,0.272649,-0.370967,-0.160699,0.283474,0.228324,0.203425,0.127643,0.197043,0.093628,0.021415,-0.080558,-0.017642,0.019898,0.429496,-0.279689,0.256798,0.172623,-0.135659,-0.01837
358,0.036031,0.046342,-0.153205,-0.086423,0.212325,-0.075055,-0.395016,-0.164142,0.230397,-0.007284,0.039094,-0.470539,0.080369,0.156296,-0.176377,0.103182,0.04373,0.596565,0.140038,-0.051378,-0.274107,0.064546,-0.410547,0.101832,-0.057998,0.161323,-0.010071,-0.301186,-0.041695,0.138099,-0.275944,-0.13446,-0.020453,0.068977,0.2351,-0.138187,-0.020408,-0.011462,-0.000941,0.127698,0.213984,0.153754,0.090437,-0.131896,0.013928,0.154894,0.052229,0.183295,0.2384,0.056283,0.216935,0.050199,-0.059992,-0.070208,-0.125667,0.051759,-0.168243,-0.218865,-0.140053,-0.055349,0.452033,-0.021277,0.377568,-0.011766,0.138097,0.137757,-0.19575,0.017349,0.428056,-0.412222,-0.22646,-0.080064,-0.072985,-0.246111,-0.008628,-0.237426,0.321601,0.156542,-0.018319,-0.051226,-0.181278,0.033744,0.870568,-0.293356,0.248738,-0.011593,-0.367558,-0.055495,0.74284,0.022019,0.350464,0.009355,0.210834,-0.092022,-0.004804,-0.166442,0.132641,0.312164,0.142514,-0.157657,0.068191,0.697559,-0.012953,-0.286872,0.202789,0.050297,-0.060341,0.068982,0.09597,0.19171,-0.18277,-0.306364,-0.086697,-0.092948,0.308157,0.158823,-0.031625,-0.254032,0.02302,0.085078,-0.19993,-0.005147,0.226818,-0.161294,0.036421,0.090126,-0.01502,-0.170214
178,-0.016939,0.114473,-0.226654,-0.04155,0.226665,-0.079532,-0.266065,0.035577,0.101582,0.176251,-0.002808,-0.538513,-0.116781,0.038146,-0.202056,-0.004315,0.023104,0.64712,-0.002815,-0.222858,-0.375436,0.10324,-0.446872,0.106769,-0.144378,0.325079,0.058541,-0.41188,0.038068,0.031091,-0.090953,0.057241,-0.023623,0.184657,0.169789,-0.063659,-0.072403,0.045058,0.134935,0.127606,0.226995,0.057243,0.021166,-0.183102,0.049008,0.379525,0.19826,0.032705,0.417685,0.015489,0.126093,-0.067843,0.007239,-0.020099,-0.111931,0.224153,-0.042673,-0.121481,-0.025638,-0.011659,0.301279,-0.015737,0.261212,0.040442,0.223459,0.161603,-0.162885,0.080231,0.359911,-0.395893,-0.10874,-0.124889,-0.031097,-0.220939,-0.042178,-0.240021,0.20009,0.233673,-0.003675,-0.151714,-0.158871,0.083637,0.733676,-0.419529,0.262202,0.035389,-0.308744,0.061198,0.933852,0.156063,0.478218,-0.083422,0.253199,0.052693,-0.083262,-0.073545,0.109716,0.24053,0.144856,-0.228292,0.142329,0.626637,-0.01754,-0.447811,0.13108,0.332681,-0.102921,-0.01561,0.141289,0.405331,-0.099439,-0.608374,0.111921,0.109139,0.27941,0.242896,0.118303,0.008946,-0.137649,0.255387,-0.397089,0.011574,0.361484,-0.446326,0.172039,0.065661,-0.115598,-0.144562
33,-0.064091,-0.01591,-0.149627,-0.050566,0.219314,0.034751,-0.288617,-0.155758,0.194819,0.144478,0.006078,-0.445831,0.079873,0.001839,-0.289932,0.02188,-0.042719,0.56461,-0.006548,-0.239823,-0.207492,0.164742,-0.338242,0.073669,-0.116205,0.430436,0.038261,-0.314833,-0.00614,0.061033,-0.264384,-0.026693,-0.018703,0.161322,0.105985,-0.076231,-0.123104,0.03546,0.063224,0.197833,0.269936,0.124473,0.236604,-0.035767,0.045508,0.178788,0.14719,0.007339,0.293141,0.001739,0.229567,0.001999,-0.092277,-0.075121,-0.126407,0.119591,0.014968,-0.252801,0.017521,-0.08372,0.421356,0.015343,0.370321,-0.119201,0.163296,0.348216,-0.230794,0.063057,0.376015,-0.445214,-0.185724,-0.089939,-0.03714,-0.113036,-0.034789,-0.220926,0.334234,0.216883,0.030023,-0.124282,-0.089929,-0.050526,0.762385,-0.260756,0.255871,0.062695,-0.377567,0.005818,0.860559,0.059069,0.40908,-0.127023,0.186248,-0.06881,0.001617,-0.038272,-0.004407,0.259472,0.099385,-0.208199,0.005529,0.73107,-0.190621,-0.33992,0.212321,0.124193,-0.118833,0.035567,0.206788,0.303639,-0.192083,-0.334884,0.044125,0.007478,0.346392,0.164963,0.018683,-0.056423,-0.159966,0.123982,-0.207924,0.007806,0.382583,-0.322599,0.084071,0.096171,-0.018101,-0.089531
109,0.087936,0.111034,-0.085964,0.028239,0.07015,-0.061579,-0.298834,0.026247,0.112468,0.086716,-0.185107,-0.427638,0.238728,-0.097571,-0.2658,0.120451,0.18255,0.515613,0.02372,-0.084667,-0.114427,0.24626,-0.305209,-0.108544,-0.137332,0.327364,0.140668,-0.46033,-0.029743,-0.038645,-0.142223,0.041811,-0.069596,0.006888,0.081765,-0.155884,-0.085649,-0.075022,0.08927,0.126261,0.278399,-0.092459,0.073288,-0.209809,0.101912,0.090782,0.156091,-0.182967,0.274839,0.043768,0.214375,0.198779,0.086573,-0.124163,-0.027562,0.013779,-0.096525,-0.125627,-0.162634,-0.051024,0.371954,0.160329,0.152637,-0.162554,-0.054858,0.169886,-0.211756,-0.195486,0.288435,-0.414498,-0.229779,-0.273272,-0.11459,-0.276463,-0.085081,-0.391946,0.019553,0.188568,-0.025444,-0.170476,0.108387,0.106767,0.762175,-0.335089,0.14811,-0.01479,-0.551016,-0.024559,1.041526,0.106064,0.410642,-0.088348,0.186913,-0.021393,0.008136,-0.100722,-0.021633,0.26126,0.17936,-0.208627,-0.217672,0.564255,0.022152,-0.175851,0.258962,-0.011962,-0.250833,0.103345,-0.111342,0.237813,-0.1856,-0.337652,-0.011464,0.037483,0.235844,0.176585,0.154561,-0.163471,0.010323,-0.029464,-0.28295,-0.085206,0.28062,-0.064119,-0.10665,-0.049549,-0.024397,-0.08887
